Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/EpSuccess,Train/Epoch,Train/TotalSteps,Train/KL,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv,Misc/Alpha,Misc/FinalStepNorm,Misc/xHx,Misc/gradient_norm,Misc/H_inv_g,Misc/AcceptanceStep
308.29860409586684,1287.5242693663622,500.0,0.0,1,20000,0.0035501018,7.5245466931989995,68491.61336862585,3.201961362719885e-06,49.656837463378906,6.518796682357788,56.175639629364014,-4.6806334808024985e-07,3.295898522992502e-06,1.031943678855896,0.35293808579444885,0.018780959770083427,0.06112188100814819,0.3420129120349884,1.0
312.4032737389542,1338.00625,500.0,0.0,2,40000,0.0045372895,2.0018432841559126,79755.09050531326,3.5730361105379416e-06,49.62034368515015,7.160756826400757,56.78110122680664,4.5547486138275417e-07,3.12499992105586e-06,1.3285356760025024,0.32677945494651794,0.011331388726830482,0.05211152881383896,0.25978684425354004,1.0
308.7127121845697,2186.3625,500.0,0.0,3,60000,0.0037185645,1.850160322428509,85964.96242450301,2.125263335983618e-06,49.86320114135742,6.660176515579224,56.5233793258667,-3.458499975295126e-07,1.1474609209471964e-06,0.9783142805099487,0.3447904884815216,0.02089647203683853,0.07669223845005035,0.3335391879081726,1.0
316.3438502259208,1343.015,500.0,0.0,4,80000,0.004271041,0.8104847503695518,65899.03725863657,-4.400253317271563e-07,50.3018536567688,6.638627290725708,56.940484285354614,-3.669738646294718e-07,-9.765625463842298e-07,1.1588621139526367,0.32516196370124817,0.014892450533807278,0.07226772606372833,0.2535074055194855,1.0
313.2811522416607,1377.0237499999998,500.0,0.0,5,100000,0.003728646,2.192239246057097,69532.41590095569,-1.2084008176316274e-06,50.11674475669861,6.4776387214660645,56.59438443183899,3.595352282559361e-08,-1.6601562720097718e-06,0.6484076380729675,0.3398425877094269,0.04757004976272583,0.09625950455665588,0.5321656465530396,1.0
315.8068826186942,2939.3712499999997,500.0,0.0,6,120000,0.0040403493,0.5838260781043654,133836.09202286057,3.353500233060913e-06,49.85466814041138,6.417654514312744,56.27232360839844,-2.5482177079538815e-07,5.615234499600774e-07,1.2734612226486206,0.3263756334781647,0.01233269926160574,0.05903037637472153,0.24925239384174347,1.0
315.14749727634285,808.35,500.0,0.0,7,140000,0.0038461827,0.40597758631038056,13320.84523623521,-6.551742899318924e-07,49.36627006530762,6.502583265304565,55.8688542842865,7.28607176370133e-07,-1.098632793627985e-07,0.969394326210022,0.3393267095088959,0.021282805129885674,0.07465297728776932,0.3374841809272766,1.0
316.0658935093118,166.15500000000003,500.0,0.0,8,160000,0.005637685,0.3778982334171131,268.6505411719061,-4.923820142721524e-07,49.64499115943909,6.419265508651733,56.064257860183716,1.3923644814894942e-07,-3.0517577442878974e-07,1.3165160417556763,0.29555079340934753,0.011539243161678314,0.05760703980922699,0.23836393654346466,1.0
320.0729467061368,20.1075,500.0,0.0,9,180000,0.0070110625,0.19062173011576294,256.37729760188205,-5.852699587194365e-07,49.76786255836487,6.449506759643555,56.21737003326416,6.954193167985068e-07,7.324219097881723e-08,1.1826025247573853,0.22944529354572296,0.014300527051091194,0.09701182693243027,0.19401724636554718,1.0
319.33892121422684,759.99875,500.0,0.0,10,200000,0.0023596487,4.002592734470489,29808.240194439735,6.979942099860637e-07,49.57923913002014,6.5236852169036865,56.102925062179565,5.493163968139925e-08,4.089355343239731e-07,0.6829335689544678,0.3149656057357788,0.0428817942738533,0.09009445458650589,0.5208127498626709,2.0
306.7805651305459,439.5,500.0,0.0,11,220000,0.00253583,1.5777235898432458,2814.263335705411,7.743835084284001e-08,50.280961990356445,6.643321514129639,56.9242844581604,8.106232129989621e-09,1.3427734302240424e-07,1.0234793424606323,0.3585096597671509,0.01909288763999939,0.06564661115407944,0.3371425271034241,1.0
307.96147299666734,652.47625,500.0,0.0,12,240000,0.0048965896,1.6179811941590279,19972.442245395927,6.64520257487311e-07,50.013545751571655,6.369155406951904,56.3827018737793,1.9788741312254388e-08,3.784179796184617e-07,0.8633992075920105,0.3075445294380188,0.026829127222299576,0.08346866071224213,0.3594920039176941,1.0
311.9123803647364,0.0,500.0,0.0,13,260000,0.004949225,0.6587740955648909,514.305308114799,3.585815377959989e-08,49.972546339035034,6.358123064041138,56.330671072006226,-3.681183002868238e-08,6.103515470812226e-09,0.8493328094482422,0.2868358790874481,0.027725156396627426,0.10354689508676529,0.33771902322769165,1.0
319.4358233906919,0.0,500.0,0.0,14,280000,0.0058532166,0.26189677361280295,283.3932136681429,2.0980834847250662e-08,49.60921812057495,6.3789379596710205,55.98815727233887,-5.753040355216399e-08,-5.493163968139925e-08,1.043081521987915,0.28555166721343994,0.01838202215731144,0.08196988701820374,0.27375778555870056,1.0
318.8613940934659,0.0,500.0,0.0,15,300000,0.0061136363,0.18108619132618994,243.2208086706271,2.0637511966015154e-07,49.53693222999573,6.247169494628906,55.78410339355469,-2.040863051888664e-07,-3.356933575560106e-08,1.2032978534698486,0.28231674432754517,0.013812853023409843,0.07150674611330032,0.23461918532848358,1.0
317.8082885946712,0.0,500.0,0.0,16,320000,0.006242874,0.14907308595765167,248.23726184869267,-7.581711258808355e-08,49.92008852958679,6.636526823043823,56.556617975234985,1.4109610901869019e-07,1.1596679883041361e-07,1.0336699485778809,0.2733152210712433,0.018718283623456955,0.09288135915994644,0.26441246271133423,1.0
318.9948304523694,0.0,500.0,0.0,17,340000,0.006731086,0.1258756846711514,177.33399279649092,3.242492141453113e-08,49.63586950302124,6.44316029548645,56.07903051376343,-2.0542144341106905e-07,-1.708984314063855e-07,1.4643305540084839,0.26924529671669006,0.009327199310064316,0.07098107039928436,0.1838691681623459,1.0
320.95539345695266,0.0,500.0,0.0,18,360000,0.006134209,0.1516288602807719,64.77292133136919,-1.4579296703232103e-07,49.75867533683777,6.535657644271851,56.294333934783936,9.837150827252117e-08,-3.814697446813398e-09,1.7737683057785034,0.2781516909599304,0.006356755271553993,0.05054035782814026,0.15681397914886475,1.0
315.8017494784428,0.0,500.0,0.0,19,380000,0.0038698292,6.509363080855388,98.32789324863701,1.1644363695495485e-07,50.108420610427856,6.380143404006958,56.48856472969055,1.430511542555024e-10,1.30462652236929e-07,1.049391746520996,0.33571183681488037,0.01816161908209324,0.06623142957687378,0.3199109137058258,1.0
320.397262594424,0.0,500.0,0.0,20,400000,0.0025292626,1.497033025039609,54.40254744268527,2.6884080739364435e-07,50.039138317108154,6.502723693847656,56.54186463356018,1.1777878228258487e-08,2.151489297830267e-07,0.8693608045578003,0.3768227994441986,0.026462431997060776,0.06734811514616013,0.4334481358528137,1.0
